District,Location Name,Latitude,Longitude,Crime Rate,Crowd Density,Street Lighting,Police Distance(km),Hospital Distance(km),Weather,Road Condition,Night Travel,Previous Incidents,Geo Fence,Response Time(min),Risk Level,Safety Score
Tiruchirappalli,Butterfly Park,10.8205,78.6905,Low,Low,Poor,0.6,4.0,Cloudy,Poor,Yes,2,Safe,16,Unsafe,58
Karur,Kalyana Venkataramana Temple,10.9595,78.0764,High,Low,Good,7.5,7.0,Clear,Average,No,8,Safe,12,Unsafe,11
Karur,Pugalur,10.9301,78.036,Low,High,Poor,6.0,2.7,Fog,Good,No,3,Safe,15,Unsafe,46
Karur,Pasupatheswarar Temple,10.9601,78.0766,High,High,Good,7.9,0.8,Clear,Good,No,1,Outside,18,Unsafe,13
Coimbatore,Siruvani Falls,10.947,76.691,Low,High,Average,6.5,6.0,Cloudy,Poor,Yes,2,Outside,8,Unsafe,18
Tiruchirappalli,St Joseph Church,10.824,78.6901,High,Medium,Average,1.4,2.0,Fog,Poor,No,3,Outside,12,Unsafe,26
Chennai,VGP Golden Beach,12.9124,80.2517,High,Low,Poor,5.7,5.0,Fog,Good,Yes,6,Outside,15,Unsafe,0
Chennai,Kapaleeshwar Temple,13.0339,80.269,Medium,High,Poor,5.9,1.7,Rain,Good,Yes,3,Outside,10,Unsafe,0
Madurai,Thirumalai Nayakkar Mahal,9.916,78.1213,Low,Low,Average,4.1,0.6,Clear,Poor,No,5,Outside,14,Unsafe,52
Madurai,Gandhi Museum,9.934,78.1306,Medium,Medium,Poor,2.9,3.7,Clear,Good,No,1,Outside,3,Unsafe,22
Karur,Amaravathi River,10.9654,78.0863,Medium,High,Average,3.5,8.7,Rain,Good,Yes,2,Outside,14,Unsafe,3
Tiruchirappalli,St Joseph Church,10.824,78.6901,High,Low,Good,7.3,5.2,Clear,Poor,No,4,Outside,14,Unsafe,9
Coimbatore,VOC Park,11.0032,76.9725,Medium,Low,Poor,3.5,6.6,Cloudy,Average,No,5,Outside,10,Unsafe,9
Salem,Anna Park,11.7741,78.209,Medium,Low,Average,4.6,4.9,Rain,Poor,No,0,Outside,19,Unsafe,39
Karur,Kalyana Venkataramana Temple,10.9595,78.0764,High,Low,Average,6.5,0.8,Clear,Poor,No,7,Outside,16,Unsafe,3
Coimbatore,Marudhamalai Temple,11.0453,76.862,High,High,Good,4.5,5.8,Fog,Poor,No,8,Outside,8,Unsafe,1
Namakkal,Aagaya Gangai Falls,11.2735,78.3335,Low,High,Good,6.4,2.6,Fog,Average,Yes,8,Safe,9,Unsafe,42
Thanjavur,Grand Anicut Canal,10.7911,79.1605,Medium,High,Poor,3.4,0.5,Fog,Good,No,4,Outside,9,Unsafe,19
Madurai,Meenakshi Temple,9.9195,78.1193,Medium,High,Good,1.5,6.6,Clear,Good,No,4,Outside,7,Unsafe,29
Karur,Karur Bus Stand,10.96,78.076,High,Low,Good,5.8,8.5,Rain,Good,Yes,7,Outside,3,Unsafe,0
Coimbatore,Perur Temple,10.976,76.9123,Medium,High,Poor,4.4,7.4,Rain,Poor,No,7,Safe,13,Unsafe,15
Salem,Mettur Dam,11.8005,77.8002,Medium,High,Poor,6.8,3.1,Clear,Good,Yes,5,Safe,11,Unsafe,7
Madurai,Samanar Hills,9.8883,78.0675,Low,High,Average,0.6,9.9,Cloudy,Good,Yes,3,Safe,3,Unsafe,46
Chennai,Government Museum,13.0722,80.264,Low,Low,Good,7.5,7.1,Fog,Good,Yes,7,Outside,13,Unsafe,16
Nilgiris,Rose Garden,11.4152,76.7065,Low,Medium,Average,6.2,3.0,Fog,Good,Yes,6,Safe,7,Unsafe,43
Karur,Textile Market,10.9584,78.0748,High,Low,Average,1.0,5.5,Rain,Poor,Yes,2,Outside,9,Unsafe,13
Namakkal,Namakkal Fort,11.2194,78.1676,Low,High,Good,5.6,5.8,Clear,Poor,Yes,0,Outside,15,Unsafe,30
Chennai,Guindy National Park,13.0108,80.2295,High,Low,Poor,5.7,2.6,Fog,Good,Yes,3,Safe,19,Unsafe,9
Chennai,Elliot Beach,13.0003,80.2667,High,Medium,Poor,4.6,2.0,Fog,Good,No,3,Outside,11,Unsafe,6
Coimbatore,Siruvani Falls,10.947,76.691,Low,Low,Good,2.1,7.5,Rain,Average,Yes,4,Outside,6,Unsafe,32
Namakkal,Aagaya Gangai Falls,11.2735,78.3335,High,Medium,Poor,4.5,9.2,Cloudy,Poor,No,2,Safe,15,Unsafe,10
Kanniyakumari,Kanyakumari Beach,8.079,77.5545,High,Low,Good,4.8,4.7,Clear,Average,Yes,2,Safe,11,Unsafe,31
Kanniyakumari,Sunset Point,8.0756,77.549,Medium,High,Average,1.2,4.0,Rain,Good,Yes,6,Safe,7,Unsafe,35
Kanniyakumari,Mathur Aqueduct,8.307,77.315,Low,Medium,Good,6.2,1.9,Fog,Poor,No,2,Safe,4,Medium,71
Namakkal,Namakkal Fort,11.2194,78.1676,Low,High,Poor,3.7,1.3,Fog,Poor,No,6,Safe,6,Unsafe,50
Salem,Yercaud Lake,11.7753,78.2095,Medium,Medium,Poor,2.6,2.3,Cloudy,Average,Yes,1,Safe,12,Unsafe,38
Salem,Kiliyur Falls,11.7793,78.214,High,Medium,Poor,1.5,8.6,Cloudy,Poor,No,6,Safe,13,Unsafe,12
Salem,Kurumbapatti Zoo,11.687,78.1502,Medium,Low,Poor,1.7,8.1,Clear,Poor,Yes,2,Outside,6,Unsafe,13
Salem,1008 Lingam Temple,11.6643,78.146,Low,Low,Poor,2.1,0.5,Clear,Average,Yes,6,Outside,5,Unsafe,28
Karur,Textile Market,10.9584,78.0748,Low,Low,Average,1.0,9.3,Clear,Poor,No,2,Safe,8,Medium,70
Thanjavur,Thanjavur Palace,10.7825,79.1322,Low,Low,Poor,2.2,1.4,Rain,Average,Yes,5,Outside,9,Unsafe,30
Namakkal,Anjaneyar Temple,11.219,78.1675,Medium,Low,Poor,2.7,5.4,Fog,Average,Yes,2,Outside,9,Unsafe,13
Karur,Kalyana Venkataramana Temple,10.9595,78.0764,Medium,High,Poor,3.1,5.1,Cloudy,Poor,Yes,7,Safe,5,Unsafe,13
Thanjavur,Grand Anicut Canal,10.7911,79.1605,Medium,Low,Average,6.5,8.8,Rain,Average,Yes,8,Outside,10,Unsafe,0
Nilgiris,Pykara Falls,11.4702,76.6045,High,Low,Average,5.9,7.0,Rain,Poor,Yes,3,Outside,11,Unsafe,0
Karur,Kalyana Venkataramana Temple,10.9595,78.0764,High,Low,Average,7.3,3.0,Clear,Average,Yes,1,Outside,16,Unsafe,3
Coimbatore,Perur Temple,10.976,76.9123,High,Medium,Good,5.2,3.3,Rain,Poor,No,0,Outside,3,Unsafe,12
Madurai,Gandhi Museum,9.934,78.1306,Medium,Low,Poor,5.6,1.2,Cloudy,Average,No,5,Outside,18,Unsafe,17
Madurai,Gandhi Museum,9.934,78.1306,Low,Medium,Poor,5.0,5.4,Cloudy,Good,No,2,Safe,15,Unsafe,55
Nilgiris,Botanical Garden,11.4125,76.7115,High,Low,Poor,4.1,4.4,Fog,Poor,No,2,Outside,9,Unsafe,5
Thanjavur,Sivaganga Park,10.7823,79.1335,Medium,Medium,Good,7.7,1.0,Clear,Poor,No,0,Outside,14,Unsafe,40
Namakkal,Anjaneyar Temple,11.219,78.1675,High,Low,Average,6.9,8.2,Rain,Average,Yes,1,Outside,14,Unsafe,0
Salem,Yercaud Lake,11.7753,78.2095,Medium,Low,Average,7.7,5.9,Cloudy,Good,Yes,7,Safe,20,Unsafe,23
Tiruchirappalli,Mukkombu,10.9065,78.6034,Low,High,Poor,6.9,1.6,Rain,Good,No,1,Safe,10,Unsafe,50
Karur,Kalyana Venkataramana Temple,10.9595,78.0764,Low,High,Poor,7.5,1.2,Clear,Good,Yes,1,Outside,5,Unsafe,18
Madurai,Pazhamudhircholai,10.0321,78.1776,High,Medium,Poor,2.2,7.1,Fog,Poor,Yes,2,Outside,11,Unsafe,0
Kanniyakumari,Padmanabhapuram Palace,8.2505,77.3255,High,High,Average,2.6,1.4,Clear,Poor,Yes,0,Safe,15,Unsafe,25
Karur,Textile Market,10.9584,78.0748,Medium,High,Average,6.7,3.0,Clear,Poor,No,1,Outside,7,Unsafe,25
Kanniyakumari,Mathur Aqueduct,8.307,77.315,Medium,High,Good,3.4,6.5,Cloudy,Good,Yes,1,Outside,9,Unsafe,13
Nilgiris,Avalanche Lake,11.302,76.633,Low,Low,Average,3.5,5.8,Rain,Average,Yes,1,Safe,17,Medium,60
Karur,Amaravathi River,10.9654,78.0863,High,Medium,Good,3.8,1.6,Fog,Average,Yes,6,Outside,18,Unsafe,6
Nilgiris,Ooty Lake,11.4064,76.6932,Low,Medium,Good,6.5,0.8,Clear,Good,No,0,Outside,5,Unsafe,55
Tiruchirappalli,Rock Fort,10.8316,78.6936,Low,Low,Average,7.0,4.8,Clear,Average,No,2,Safe,13,Medium,60
Karur,Nerur Temple,10.9032,78.0625,Medium,High,Average,4.4,6.7,Clear,Good,Yes,3,Safe,15,Unsafe,21
Thanjavur,Brihadeeswarar Temple,10.7828,79.1318,High,High,Average,2.3,3.9,Rain,Poor,No,7,Safe,4,Unsafe,15
Namakkal,Kolli Hills,11.2485,78.3435,High,Low,Average,4.3,8.0,Clear,Average,No,7,Safe,4,Unsafe,15
Madurai,Gandhi Museum,9.934,78.1306,High,High,Poor,2.7,6.4,Clear,Poor,No,3,Outside,14,Unsafe,0
Tiruchirappalli,Srirangam Temple,10.8625,78.6932,Medium,High,Average,1.2,2.7,Clear,Average,Yes,5,Outside,10,Unsafe,25
Tiruchirappalli,Mukkombu,10.9065,78.6034,High,Medium,Good,3.5,3.5,Clear,Average,No,7,Safe,14,Unsafe,28
Namakkal,Paramathi Velur,11.1098,78.0031,High,Low,Good,2.8,4.4,Rain,Poor,No,4,Outside,17,Unsafe,19
Salem,Anna Park,11.7741,78.209,Low,High,Average,1.3,3.0,Clear,Good,No,8,Safe,13,Medium,66
Tiruchirappalli,Kallanai Dam,10.8525,78.913,Low,Low,Average,3.7,3.1,Fog,Good,Yes,4,Safe,12,Unsafe,54
Chennai,VGP Golden Beach,12.9124,80.2517,High,Low,Average,7.5,9.8,Rain,Good,No,6,Safe,17,Unsafe,7
Nilgiris,Tea Museum,11.4122,76.7055,Low,Medium,Good,1.5,2.1,Cloudy,Poor,No,7,Outside,11,Medium,61
Coimbatore,Isha Yoga Center,10.9862,76.7356,Medium,High,Good,3.8,3.2,Fog,Average,No,7,Safe,4,Unsafe,43
Tiruchirappalli,Butterfly Park,10.8205,78.6905,Low,Low,Good,4.5,1.8,Clear,Poor,Yes,2,Safe,13,Medium,74
Coimbatore,Black Thunder,11.3122,76.9415,Medium,High,Poor,0.9,7.6,Rain,Good,No,0,Safe,9,Unsafe,39
Madurai,Meenakshi Temple,9.9195,78.1193,Medium,Low,Poor,4.3,2.5,Cloudy,Good,Yes,6,Outside,12,Unsafe,13
Nilgiris,Ooty Lake,11.4064,76.6932,Low,High,Poor,5.6,3.4,Clear,Good,No,8,Outside,7,Unsafe,8
Karur,Amaravathi River,10.9654,78.0863,Low,High,Good,2.5,3.5,Rain,Good,Yes,1,Safe,13,Unsafe,58
Kanniyakumari,Thiruvalluvar Statue,8.0785,77.5546,High,Low,Good,3.4,3.8,Cloudy,Poor,No,1,Safe,14,Unsafe,45
Madurai,Alagar Kovil,10.0203,78.1745,High,Medium,Good,1.9,5.1,Clear,Poor,No,0,Safe,8,Unsafe,52
Kanniyakumari,Kanyakumari Beach,8.079,77.5545,Medium,Low,Average,5.5,4.5,Rain,Good,No,7,Outside,8,Unsafe,15
Madurai,Thirumalai Nayakkar Mahal,9.916,78.1213,Medium,Low,Average,1.1,7.5,Fog,Good,No,8,Safe,7,Unsafe,43
Thanjavur,Sivaganga Park,10.7823,79.1335,Medium,High,Average,6.4,6.0,Clear,Good,No,7,Safe,11,Unsafe,25
Thanjavur,Sivaganga Park,10.7823,79.1335,Medium,Low,Good,5.6,2.4,Rain,Good,Yes,4,Safe,13,Unsafe,45
Thanjavur,Royal Museum,10.7829,79.1315,Medium,High,Poor,7.2,5.4,Rain,Good,No,8,Outside,18,Unsafe,0
Coimbatore,Black Thunder,11.3122,76.9415,High,High,Average,7.5,4.1,Cloudy,Poor,No,2,Safe,19,Unsafe,15
Coimbatore,VOC Park,11.0032,76.9725,High,High,Poor,7.4,9.2,Rain,Good,No,0,Outside,6,Unsafe,0
Coimbatore,Black Thunder,11.3122,76.9415,Low,Low,Average,7.9,5.6,Clear,Average,Yes,4,Safe,10,Unsafe,44
Madurai,Thirumalai Nayakkar Mahal,9.916,78.1213,High,High,Good,1.1,3.3,Rain,Poor,Yes,1,Safe,4,Unsafe,33
Madurai,Samanar Hills,9.8883,78.0675,Medium,High,Average,6.7,5.8,Fog,Average,Yes,2,Safe,6,Unsafe,23
Thanjavur,Punnainallur Temple,10.8293,79.1744,Low,High,Poor,6.4,8.3,Fog,Good,No,0,Safe,8,Unsafe,34
Chennai,Government Museum,13.0722,80.264,Medium,Low,Average,3.1,1.8,Fog,Average,Yes,5,Outside,3,Unsafe,25
Kanniyakumari,Kanyakumari Beach,8.079,77.5545,Medium,High,Good,8.0,3.1,Clear,Average,No,2,Safe,17,Unsafe,43
Madurai,Samanar Hills,9.8883,78.0675,Medium,Low,Poor,1.3,8.6,Rain,Poor,Yes,1,Safe,18,Unsafe,35
Salem,Yercaud Lake,11.7753,78.2095,Medium,Low,Poor,1.0,7.6,Cloudy,Poor,Yes,6,Outside,9,Unsafe,5
Namakkal,Mohanur River,11.0605,78.14,Medium,High,Poor,1.6,9.8,Clear,Poor,No,8,Outside,12,Unsafe,3
Madurai,Alagar Kovil,10.0203,78.1745,Medium,Low,Poor,5.9,4.4,Rain,Average,Yes,1,Outside,16,Unsafe,5
Salem,Yercaud Lake,11.7753,78.2095,Low,Medium,Poor,7.2,9.9,Fog,Average,Yes,6,Safe,13,Unsafe,15
